,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2007-03-05,-0.7409581094431341,-0.6695324685492837,,,,0.037617274067446776,,-0.6811989750722458,,-1.5968873379713688,-1.4441487272084108,,,-0.09489784843023813,-0.7915812909734464,,,-1.2330526246278941,,,0.06240517580929482,,,,0.8095694731415052,,,,,,,,,0.32441115457019015,,0.990690489887097,,0.4236829041822792,-0.13499501821571835,0.817825426226893,,,0.40357719346763826,0.28699213391516354,,-1.1797690005822166,0.8100831466888253,,,-0.05740677839265983,,,,,,,1.2847053660932433,1.997961646211943,,0.17128867594872318,,2.7913291227023174,,-0.7965529277922755,-0.1399847256124919,-0.9010716078186592,,-1.5622648343955794,0.5877265566656974,,0.564831510268731,-1.0930640470468254,,-0.026187148895813347,,0.7788562211812732,,,
2007-03-06,-0.3062422316483352,-0.11414618236478508,,,,0.16398875727540219,,-0.7064571908340138,,-1.7682409655801834,-1.5108264535445874,,,0.23955152405156788,-0.9097643848465189,,,-1.307403566474577,,,-0.2702933169740142,,,,0.9100639900196115,,,,,,,,,-0.15481916093105477,,0.8169837952232828,,0.41669272165125065,-0.15596883044382776,0.9795817280271133,,,0.4269422999778041,0.6242497941726186,,-0.9836247207334285,1.046723998931248,,,-0.1429569922571968,,,,,,,0.8999955879717718,2.0430537978811705,,0.01940598474269901,,2.7709588984846896,,-0.9084138577982308,-0.06926711392929186,-0.6415772439892489,,-1.731073040574932,0.19912754111306608,,0.6211039589647731,-1.157188165821554,,0.13668294484943777,,0.5231560954082719,,,
2007-03-07,-0.28612914451995,-0.17948273436309833,,,,0.21962320293506377,,-0.9799638706701325,,-1.7545284223863644,-1.082661759707571,,,-0.14654006598346295,-1.0814700703639712,,,-1.456069855138069,,,-0.3547306171378126,,,,1.095934660006642,,,,,,,,,0.38027466430202844,,0.7735011159761619,,0.4056862111049064,-0.24974844657793077,1.1039849584341934,,,0.3420725785135374,1.066811824772276,,-0.8951100778785256,1.2739474449302421,,,0.1908419133866736,,,,,,,0.5726732611080948,1.8518372730295265,,0.008315598469549974,,2.5905278729799943,,-1.5090421604414685,-0.08310185750633031,-0.8674934133522841,,-1.2382921126108115,0.33537304203867785,,0.6417592804199229,-1.1513278685892951,,0.01989494837906664,,0.44263262644051854,,,
2007-03-08,-0.3765219945708338,0.05231309793857951,,,,0.38068607367719226,,-0.9349439603907316,,-1.936820907469764,-1.400517643558715,,,-0.17425341835706906,-0.8920340044984558,,,-1.9229502648267358,,,-0.08750508696160389,,,,1.3555894933048203,,,,,,,,,-0.18873522616957608,,1.0564803861531369,,0.07905763973901095,-0.16640741248316837,1.3857225006524334,,,0.5212614164246551,1.0463526645814258,,-0.8010291719503283,0.9095653503532959,,,-0.16637698914096669,,,,,,,0.5026481835065787,1.528035896433647,,-0.06907164156142204,,2.4279309890031424,,-1.2651562549154345,-0.37419541050644267,-0.7384356057148593,,-0.8432760346657725,0.7440880586023311,,0.8884097596529944,-0.876573121699704,,-0.08980826056364849,,0.4264708999819876,,,
2007-03-09,-0.6904004845000157,0.27501429393879767,,,,0.6182948958507717,,-0.7419608938298254,,-1.925528523527397,-2.0353728288344675,,,-0.36253197475937393,-0.6025918034735742,,,-1.389239156463821,,,-0.5022033678745659,,,,1.2544351133712046,,,,,,,,,-0.11499521508417324,,1.0592992390076872,,0.23103700539139627,-0.26091873176302344,1.3114225398135242,,,0.41678645517253754,0.873604641491034,,-1.12447467874023,1.3005203571412363,,,-0.05361931745404738,,,,,,,0.5013768556158171,1.3216884710749632,,-0.14816843961906484,,2.441653099305458,,-1.0428342257047083,-0.22589544201767198,-0.574521278465921,,-0.9278613255089595,0.53504868039333,,1.0745220879782078,-0.8512010556326546,,0.16396677424172515,,0.1956482334658045,,,
2007-03-12,-0.3646699516437495,0.7611546369417168,,,,0.6956453702792618,,-0.8017799058757429,,-1.9344285843379632,-1.813801220432486,,,-0.27003965758597226,-0.7527568069110756,,,-1.5410024956448005,,,-0.6383780246852707,,,,1.09368251976636,,,,,,,,,0.005385912320883865,,1.2693975139929436,,,-0.4147273921959396,1.0946093520139009,,,-0.07141257150093241,0.5666745891266489,,-0.8957850104618342,1.093752041654842,,,0.09220273200031048,,,,,,,0.40570911373345636,1.5273315845724973,,-0.09083989037650203,,2.2336365116075023,,-0.8707280057238603,-0.12459568756247372,-0.9006807833926694,,-1.1040560316254104,0.7878741790265149,,1.1768572775248907,-0.8323020906766945,,0.2457526024252694,,0.3723181736463778,,,
2007-03-13,-0.36883405895992305,0.9547699034641978,,,,0.6903039299820731,,-0.7038094383675464,,-1.7484722031201412,-1.3776988596215718,,,-0.1832144179827658,-0.8053980141113278,,,-1.3480380325320107,,,-0.5742702919651358,,,,1.1725098922074202,,,,,,,,,0.2049932251929023,,1.5210703757354123,,,-0.4955678849801451,1.1937818017693347,,,-0.10013643539105477,0.2582340293915416,,-0.7898775890718562,0.6242952740931108,,,-0.5128813935050257,,,,,,,0.1895755056125993,1.8310424699838737,,-0.23116146141958116,,2.270798332001272,,-1.038006736811627,-0.08589322212515813,-1.1724098774577691,,-1.1200874234322105,1.0244841943907013,,1.073744612870753,-0.8858717212963928,,0.2737914860645104,,0.2582340293915416,,,
2007-03-14,-0.03345873777344151,0.6760065307642232,,,,0.7003955061347769,,-0.8072014567208416,,-1.7850757293028268,-0.6382911564673951,,,-0.32205137795671024,-0.7495170694857146,,,-1.3553049545321605,,,-1.375248672354894,,,,0.9581627143695856,,,,,,,,,0.6308087903884448,,1.5087165126247362,,,-0.6331129256417634,0.9535557554069751,,,0.43860237168029,0.332377677709979,,-0.6575837441556771,0.37515984637640915,,,-0.5330118360293784,,,,,,,0.2536852415771614,1.7427706069061042,,-0.1671924016186688,,2.145115663569717,,-1.1871793994275186,-0.2082056800995035,-1.2704358127455104,,-1.089929223231865,1.2383529271680909,,1.1098932472561016,-1.0952672383802906,,0.27655549632898946,,0.5679085276625724,,,
2007-03-15,0.09655682058092725,0.7710332689887377,,,,0.45792302587804945,,-0.7752091815689215,,-1.7236846456285424,1.11412436259782,,,-0.22899631614026256,-1.118406911701104,,,-1.4766508279163753,,,-1.0469471538922441,,,,0.6619646997997487,,,,,,,,,0.5952227910215107,,1.261033132865979,,,-0.9209695325200079,0.6857683418930294,,,0.6857639245650727,0.39081845690895534,,-0.6049099829197377,0.34831378980247035,,,-0.8626886548442538,,,,,,,0.15070074357865124,1.7907343935813436,,-0.03880402448152903,,1.831231531424286,,-1.3617037216292547,-0.1771706406984664,-1.1730333908264896,,-1.450716853402488,1.106932650641324,,1.0330611124478617,-1.1198753686496261,,0.8110420283587346,,0.2875421318848021,,,
2007-03-16,0.2472090125052406,0.7469431196672653,,,,0.572984732028856,,-0.5930223948980986,,-1.5458984781715548,0.7994577054787866,,,-0.1402712969643273,-1.2982245787806215,,,-1.6235052491179816,,,-1.2575872397157801,,,,0.6989548612869974,,,,,,,,,-0.2575366582525611,,1.0924821570656644,,,-0.9627896268583896,0.7245733822190982,,,0.5669483252206214,0.282190143664325,,-0.7037037469783836,0.7136011234420133,,,-0.8608422938115472,,,,,,,0.14821098761383927,1.793336380541901,,0.07518920226446744,,1.8457059098037067,,-0.6657072068503141,-0.10006078657601819,-1.3349273608070478,,-1.4596564434635215,1.2063642333177482,,1.2544613419245965,-1.1165808783526254,,1.0489974618701186,,0.10270415968352695,,,
2007-03-19,-0.01585168494602053,0.7159116170757095,,,,0.7535331843174872,,-1.0913796375753528,,-0.8897089133290436,1.0152115274417153,,,-0.3206316399408966,-1.3823312378294716,,,-1.329532296799862,,,-1.2487812693620897,,,,0.6718514362726633,,,,,,,,,0.45629928440749506,,0.6586047340267471,,,-1.0360628446654478,0.6916387514199741,,,0.6173712953398983,0.5050484918808055,,-0.7656181746119545,0.7471520242219054,,,-0.45005981560779956,,,,,,,0.03598898740415656,1.6210510171899422,,0.2878735525490429,,1.5156963608618579,,-1.436463774744174,-0.16894796965094147,-1.5012558077105636,,-1.695864441083402,1.3814895827201161,,1.246635648710262,-0.8413705192081525,,1.2390624080020765,,0.013440123223318588,,,
2007-03-20,0.024093658382344802,0.6710902499884932,,,,0.8078367039688633,,-0.7538433447074888,,-1.2579808618397927,1.196611828212737,,,-0.0068492697041190615,-1.8377060221682369,,,-0.890487956852546,,,-1.2249023554045302,,,,0.17569851006735654,,,,,,,,,0.8628331756772659,,0.9839152748042451,,,-1.097526620679008,0.194399807890145,,,0.37010606648385347,1.3144194463488585,,-0.9524599366091301,0.9589698071437324,,,-0.7265027377576391,,,,,,,0.22986768651347805,1.1688190906567033,,0.17226208032735205,,1.435626228215211,,-1.2485117384909594,-0.24349645250406543,-1.2412639349290928,,-1.7168395933997458,1.089808416558243,,1.3606574472299393,-0.6710078990422204,,1.122432123770029,,-0.27006887815027525,,,
2007-03-21,-0.2910035652260404,1.2072196871794796,,,,0.6955508490215702,,-1.0542849359266897,,-1.036731124245262,1.4145945329354275,,,-0.45104165343089697,-1.660817077526381,,,-0.6162009406744275,,,-0.9824632624820426,,,,0.4786910263852024,,,,,,,,,0.9557927762131598,,1.0810501937850623,,,-1.3317427748943165,0.529809372836426,,,0.06868081299202883,1.7874311947104748,,-0.6197091228968615,0.4246343905428843,,,-0.8694835865708024,,,,,,,0.2572884120134489,1.0310372756362627,,0.28224880870112895,,1.0433554235907634,,-1.1016694241627436,0.14487988124562667,-1.2184413591896588,,-1.578833174981237,0.8838974287124338,,1.3492325380872756,-0.70271835302648,,0.9354282458790234,,-1.055682495233837,,,
2007-03-22,-0.10746505420375257,1.5492071903866635,,,,0.5467162141199156,,-1.1721999300961377,,-1.2698488920352538,1.7495667949554274,,,-0.7796732834385239,-1.4942918428582745,,,-0.7184284406791251,,,-0.9036582159240617,,,,0.4039383052859957,,,,,,,,,0.7003742343244603,,1.24322947557229,,,-1.2489489672939642,0.40454520336547,,,-0.0954426600129969,1.5975239148493283,,-0.386236190057594,0.0898391460281927,,,-0.743564849547337,,,,,,,0.4008515702662316,1.0926590219687866,,0.4020908191421279,,0.6837997925621517,,-1.0164029075519756,0.49307601470386553,-1.221480627167589,,-1.5821151688583497,0.7273409085334233,,1.4112452072120132,-0.7789940766820757,,0.8749056792083684,,-0.8521583860777013,,,
2007-03-23,-0.47834001086768696,1.5763574356536785,,,,0.6801466710405135,,-1.376622824170204,,-1.0598099153073626,1.6972238966532422,,,-0.03525850694070484,-1.565357435366229,,,-0.5231337894467922,,,-0.9905911118335882,,,,-0.0747263190653321,,,,,,,,,0.6845484092778775,,1.1117028435506011,,,-1.6338355708035723,-0.04989296145935795,,,0.1904173205514824,1.811316899039564,,-0.5145471417702069,0.18923075324333877,,,-0.9307695746548632,,,,,,,0.13684827845138792,0.7029653746468724,,0.47780139500733726,,0.7501812052922541,,-0.2417373054123957,0.3286110058310078,-1.3278707467613746,,-1.5723540691137583,0.9161687642286974,,1.1733086069533056,-0.7712158253181657,,1.2475759944982292,,-0.5283417456277955,,,
2007-03-26,-0.46843254993147937,1.3143893648967866,,,,0.828557555774119,,-1.3041070566222868,,-1.1875325323732182,1.511778098101994,,,0.04604867504407003,-1.5387828921019828,,,-0.7469421477452947,,,-1.0718332601388059,,,,0.03296538466333984,,,,,,,,,1.4184114445589255,,0.8231998325721451,,,-1.5224651859932032,0.042311429397357596,,,0.1930560960662631,1.9973084618154344,,-0.4584038015415438,0.29770983932127276,,,-0.7660302270596776,,,,,,,0.061126499654733074,0.49424673708169137,,0.3123400697396057,,0.5593260490977519,,-0.3121483570617029,0.15848892781324972,-1.5202627976923628,,-1.436463683848638,1.1414941304370865,,1.1619346174401963,-0.9844021005884613,,1.0808693405253422,,-0.15775596130270794,,,
2007-03-27,-0.5542283833148111,1.4920208299174795,,,,0.8778928497707646,,-1.310481988669905,,-1.185898725383564,1.61239195994058,,,0.10289486526675014,-1.5683037306687935,,,-0.3807961936230109,,,-1.0008854093649338,,,,0.24349781905219975,,,,,,,,,1.5855442096634755,,1.0945004508567384,,,-1.353740140810019,0.1846585244754329,,,0.36025102133319425,1.4094021753870631,,-0.515346179959125,0.24143736566185436,,,-0.7451964314058382,,,,,,,-0.22258424335153906,0.5186930408850327,,0.15768166343350204,,0.8472248731755523,,-0.7189465595754001,-0.15139975918746826,-1.4505132906751501,,-1.6331192053767074,1.0962800388123686,,1.1803592183178535,-0.9219985585027004,,0.9261339511728032,,-0.21742605725367797,,,
2007-03-28,-0.544643250004901,1.510391229753584,,,,0.6474201266080655,,-1.5238926239111792,,-1.1975996953818038,1.744539909496984,,,-0.4236865481422101,-1.555599991487665,,,-0.28180082824910463,,,-0.8769386716595687,,,,0.0017848821280154368,,,,,,,,,1.5429582467540524,,1.031899740466222,,,-1.3447591291275058,0.009677531888646604,,,0.3549695812495486,1.5194702831387554,,-0.3093715776515354,0.4102290829223712,,,-0.7125255191170674,,,,,,,-0.10821968670274408,0.7812044066860286,,-0.04539489211992478,,0.7430684224129632,,-0.305172183934973,-0.10620324401226719,-1.5896700620704318,,-1.5155218186601946,0.8362864158398953,,1.3942296554526028,-0.7788091865036978,,0.9379589764996112,,-0.2462795825605722,,,
2007-03-29,-0.6654045318442527,1.53239211701752,,,,0.550301518107256,,-1.650500585240127,,-1.1388465151644,1.6520841310542786,,,0.035639450659360895,-1.5639043744160919,,,-0.3175437983063616,,,-1.0618276982729267,,,,0.33803092750694824,,,,,,,,,1.6149992332070715,,0.9846317108737963,,,-1.4288937081967108,0.30871644952148897,,,0.28544058512785125,1.554880041904859,,-0.3795826909065559,0.12786417033990646,,,-0.681985435907064,,,,,,,-0.10801615102184015,0.9136111180698187,,-0.12076758795492991,,0.667095505940599,,-0.12076758795492991,-0.3576746216591684,-1.7065528830168,,-1.395124322934206,0.9064793569418936,,1.1150516799600962,-0.7286150095588594,,0.7879911150363511,,0.05079839108612899,,,
2007-03-30,-0.3291046769829588,1.4589080774471421,,,,0.5375379007915935,,-1.9575258884357518,,-0.9336199488276982,1.546269927417712,,,-0.11768030971039624,-1.2679502647557512,,,-0.17593722838315065,,,-0.9986240984037782,,,,0.4363324393786348,,,,,,,,,1.4674453129859601,,0.900649215736706,,,-1.2917965505647506,0.3860996757605723,,,0.0958607536532313,1.633697012599152,,-0.34287803668585765,0.036718746519532136,,,-0.6957389019783804,,,,,,,-0.003989402288446508,0.9627605771289727,,-0.2818601006141236,,0.8791603594830122,,-0.1157073629836206,-0.5396338198592876,-1.634686314429536,,-1.4973940170701936,1.137906281322414,,1.3158979002855293,-0.8755492088967861,,0.7022827896234909,,-0.43785083926318735,,,
2007-04-02,-0.3820516066778766,1.568284206497385,,,,0.402901865294244,,-1.820321779652427,,-1.001056094897081,1.4961551076224526,,,-0.19555595607167026,-1.2254034125650668,,,-0.13522515509697974,,,-0.9996155461150225,,,,0.492343879944292,,,,,,,,,1.318935767537153,,0.810595342456813,,,-1.1052749556966122,0.42639646615280546,,,0.09841427063769179,1.6776623280468141,,-0.3945382218114935,0.36953536897622646,,,-0.5582033398530568,,,,,,,0.26441191643821793,1.2752835178295807,,-0.22612369124264878,,0.7351219860956753,,-0.14386334729887668,-0.9381907863160139,-1.8780652483995857,,-1.5055412594464201,0.9122022239917753,,1.1602332689786021,-0.9427046139086308,,0.7228469342176276,,-0.27958943566789307,,,
2007-04-03,-0.32127516510793547,1.3230241622110483,,,,0.34244713609553823,,-1.836946410624317,,-0.701382786829518,1.229006490169545,,,0.18619301608671082,-1.1677585792526406,,,-0.14354805987498653,,,-0.8517049873079466,,,,0.49809493911499986,,,,,,,,,0.6796981761813979,,0.9578164173810447,,,-1.2617555757293133,0.4803800876886353,,,0.43744702866825147,1.4758069655556285,,-0.48431402753040065,0.21288356339443715,,,-0.59107249653169,,,,,,,0.20589865252795486,1.4742342391796395,,-0.10180857252136814,,0.869067021000677,,-0.14980220784315343,-1.4864739840188808,-1.9631545063647713,,-1.7217225300069336,1.0897473802095554,,1.196880861015093,-0.8669462651052094,,0.7824084704513299,,0.20863154771757833,,,
2007-04-04,0.28291511874342096,1.3136447696848947,,,,0.2974699219783671,,-1.5498631450808478,,-0.739578203834184,1.2573149430872843,,,0.18152953451668946,-1.0995495750088689,,,-0.3057033850940709,,,-0.9862054519443988,,,,0.22229120248524384,,,,,,,,,0.8268754521404192,,1.2041583186174822,,,-1.2184367135053438,0.18674739664609136,,,0.4219613250950367,1.5139640299151618,,-0.27306397239203684,0.3248838145477163,,,-0.9644474889522796,,,,,,,-0.06737981339982191,1.4040181051451717,,-0.2798371223990296,,0.7395586825650663,,-0.3517920414769244,-1.548149157182693,-1.541105724524098,,-1.8959950054697927,1.274012315641029,,1.2786977676680733,-0.8899987385962999,,0.9159636060031529,,0.06509923438038455,,,
2007-04-05,-0.27955525772242373,1.2345776754489668,,,,0.30447894789622026,,-1.870628716959736,,-0.16634283972717706,1.203650481236682,,,0.050546229523062806,-1.1203924019662304,,,-0.0916352216852796,,,-0.8613359267557595,,,,0.2834855040242224,,,,,,,,,0.6624399860957401,,1.236609181756809,,,-1.4765590141817588,0.29818825807406724,,,0.4451295265774571,0.9841645799342379,,-0.3604448521903663,0.2799562299621545,,,-0.7674924116740746,,,,,,,-0.393043125032305,1.982854884446584,,0.04630079115041742,,0.7252296934903617,,-0.19984566847332655,-1.4968821566035972,-1.624481110503173,,-1.791813052241542,1.2464069846880195,,1.166629134631613,-0.6945186127453684,,0.942218141556535,,0.1021041379689638,,,
2007-04-10,-0.3251796682885979,1.3759621331606142,,,,0.2292864461626775,,-1.7772959964489154,,-0.5590174982095877,1.1618234907371963,,,0.05041469986221444,-1.204093716312335,,,0.11137288002846334,,,-1.2252535782178604,,,,0.2627779720979854,,,,,,,,,0.6534962950580052,,0.7050704684471243,,,-1.6548586510255248,0.2609585328500382,,,0.44989613200933526,1.305180965992355,,-0.0492938103879082,0.3813262869708039,,,-1.039745457389437,,,,,,,-0.17037252641547396,1.7592330480408591,,-0.06183467511003307,,0.10752894424364515,,-0.4412750731571507,-1.4346301839442799,-1.4530367312276076,,-1.124115253039192,1.2344910573945933,,1.6786992491741046,-0.7802415108768356,,1.1550762763612925,,0.4176494514594308,,,
2007-04-11,-0.6464475802002653,1.2464875524675525,,,,0.37768576070807197,,-2.0120354945104766,,-0.27043563840889046,1.1534081110415149,,,0.09542298071742376,-1.2178497543225193,,,0.4588076364872306,,,-1.0343138797978457,,,,0.06205117166407958,,,,,,,,,0.7625736628038225,,0.760174213652237,,,-1.9188410286661812,0.03578204405432761,,,-0.024145640696472823,1.3199912493663013,,0.5394885350370255,0.43009849220868246,,,-0.8192139645808917,,,,,,,-0.498944902703315,1.8222659678018684,,0.08045228640626188,,-0.03652942141491844,,-0.3001397252443022,-1.3128831912506156,-1.3635662020983665,,-0.9551833705659734,0.8809594411858718,,1.8584928990669067,-0.7677351904933598,,0.8762913798035517,,0.4178316004816662,,,
2007-04-12,-0.7928075067452819,1.4210131283091858,,,,0.9224422529111839,,-1.7790656986988238,,-0.4561133033747802,0.6635792108706414,,,0.24772814224394252,-1.3842596924258739,,,0.6815697010566828,,,-1.1713944575820643,,,,0.06179605668970193,,,,,,,,,0.38614321533894497,,1.231817478071778,,,-1.7882909770035758,0.03738760403175786,,,-0.06690238433913397,1.0866400166604742,,1.3780696182270213,0.5037977817973674,,,-0.8854800252898658,,,,,,,-0.47793038816544653,0.9220797628578449,,-0.016051281021327204,,0.0011738855731222868,,-0.15084714954006428,-1.1713944575820643,-1.62087470747658,,-0.8948965593386841,1.48137191930686,,1.5471460430761557,-0.9334134864578321,,0.46165421956354075,,0.5543120384551888,,,
